epoch,Train_loss,Test_loss,Train_f1_score,Train_mse,Test_f1_score,Test_mse
1,0.002323254244402051,0.002051317598670721,0.01860945604834192,0.06499068642044771,0.0,0.00019885519814547584
2,0.0017505418509244919,0.0020181038416922092,0.005782375736556747,0.0006437517165966861,0.0,4.2037769226014866e-05
